CityName,Id_City,Id_Region
סלמה,275,2
סער,276,2
ע'ג'ר,277,2
עבדון,278,2
עברון,279,2
עדי,280,2
עוזייר,281,2
עיילבון,282,2
עילוט,283,2
עין אל-אסד,284,2
עין גב,285,2
עין דור,286,2
עין המפרץ,287,2
"עין הנצי""ב",288,2
עין העמק,289,2
עין השופט,290,2
עין זיוון,291,1
עין חרוד ,292,2
עין יעקב,293,2
עין מאהל,294,2
עין קנייא,295,1
עכו,296,2
עלמה,297,2
עמוקה,298,1
עמיעד,299,2
עמיר,300,1
עמקה,301,1
עפולה,302,2
עצמון שגב,303,2
פרוד,304,2
פרזון,305,2
צביה,306,2
צבעון,307,2
צוריאל,308,2
צורית,309,2
ציפורי,310,2
צנדלה,311,2
צפת,312,2
קדמת צבי,313,1
קדרים,314,2
קורנית,315,2
קלע,316,1
קצרין,317,1
קריית שמונה,318,1
קשת,319,1
ראמה,320,2
ראס אל-עין,321,2
ראש פינה,322,1
רביד,323,2
רגבה,324,2
רוויה,325,2
רומאנה,326,2
רומת הייב,327,2
רחוב,328,2
ריחאנייה,329,2
ריינה,330,2
רם-און,331,2
רמות,332,1
רמות מנשה,333,2
רמות נפתלי,334,1
רמת דוד,335,2
רמת השופט,336,2
רמת ישי,337,2
רמת צבי,338,2
רקפת,339,2
רשפים,340,2
שאר ישוב,341,1
שבי ציון,342,2
שבלי - אום אל-גנם,343,2
שדה אילן,344,2
שדה אליהו,345,2
שדה אליעזר,346,2
שדה יעקב,347,2
שדה נחום,348,2
שדה נחמיה,349,1
שדי תרומות,350,2
שדמות דבורה,351,2
שומרה,352,1
שורשים,353,2
שזור,354,2
שייח' דנון,355,2
שכניה,356,2
שלוחות,357,2
שלומי,358,2
שמיר,359,1
שמרת,360,2
שמשית,361,2
שניר,362,1
שעב,363,2
שעל,364,1
שער הגולן,365,2
שפר,366,2
שפרעם,367,2
שרונה,368,2
שריד,369,2
שתולה,370,2
תובל,371,2
תל יוסף,372,2
תל עדשים,373,2
תל קציר,374,2
תמרת,375,2
אור יהודה,376,9
אזור,377,9
בני ברק,378,9
בת ים,379,9
גבעתיים,380,9
גליל ים,381,9
הרצלייה,382,9
חולון,383,9
כפר שמריהו,384,9
מקווה ישראל,385,9
קריית אונו,386,9
ראשון לציון,387,9
רמת גן,388,9
רמת השרון,389,9
תל אביב -יפו,390,9
אביאל,391,4
אום אל-פחם,392,4
אום אל-קוטוף,393,4
אור עקיבא,394,4
אלוני יצחק,395,4
באקה אל-גרביה,396,4
בית אורן,397,3
בית חנניה,398,4
בנימינה,399,4
ברקאי,400,4
בת שלמה,401,4
גבעת עדה,402,4
ג'סר א-זרקא,403,4
ג'ת,404,4
גבע כרמל,405,3
גבעת חביבה,406,4
"גבעת ניל""י",407,4
גן השומרון,408,4
גן שמואל,409,4
דאלית אל-כרמל,410,3
דור,411,3
הבונים,412,3
החותרים,413,3
זכרון יעקב,414,4
חדרה,415,4
חוף הכרמל,416,3
חיפה,417,3
חריש,418,4
טירת כרמל,419,3
יגור,420,3
כפר גלים,421,3
כפר גליקסון,422,4
כפר קרע,423,4
כרכור,424,4
"כרם מהר""ל",425,3
להבות חביבה,426,4
מאור,427,4
מאיר שפיה,428,4
מגדים,429,3
מגל,430,4
מי עמי,431,4
מעגן מיכאל,432,4
מעיין צבי,433,4
מענית,434,4
מצר,435,4
משמרות,436,4
נווה ים,437,3
נחשולים,438,3
ניר עציון,439,3
נשר,440,3
עופר,441,3
עין איילה,442,3
עין הוד,443,3
עין חוד,444,3
עין כרמל,445,3
עין עירון,446,4
עין שמר,447,4
עמיקם,448,4
עתלית,449,3
פוריידיס,450,3
פרדס חנה,451,4
צרופה,452,3
קיסריה,453,4
קציר                ,454,4
קריית אתא,455,3
קריית ביאליק,456,3
קריית טבעון,457,3
קריית ים,458,3
קריית מוצקין,459,3
רגבים,460,4
שדה יצחק,461,4
שדות ים,462,4
שער מנשה,463,4
תלמי אלעזר,464,4
אביחיל,465,7
אבן יהודה,466,7
אודים,467,7
אומץ,468,7
אחיטוב,469,7
אחיסמך,470,7
אחיעזר,471,7
אייל,472,7
אירוס,473,7
אליכין,474,7
אלישיב,475,7
אלישמע,476,7
אלעד,477,7
ארסוף,478,7
באר יעקב,479,7
בארות יצחק,480,7
בארותיים,481,7
בורגתה,482,7
בחן,483,7
בית אלעזרי,484,7
בית ברל,485,7
בית גמליאל,486,7
בית דגן,487,7
בית הלוי,488,7
בית חירות,489,7
בית חלקיה,490,7
בית חנן,491,7
בית חשמונאי,492,7
בית יהושע,493,7
בית ינאי,494,7
בית יצחק-שער חפר,495,7
בית נחמיה,496,7
בית עובד,497,7
בית עוזיאל,498,7
בית עריף,499,7
בית רבן,500,7
ביתן אהרן,501,7
בן זכאי,502,7
בן שמן (מושב),503,7
בני דרום,504,7
בני דרור,505,7
בני עטרות,506,7
"בני עי""ש",507,7
בני ציון,508,7
בני ראם,509,7
בניה,510,7
בצרה,511,7
ברקת,512,7
בת חן,513,7
בת חפר,514,7
ג'לג'וליה,515,7
גאולי תימן,516,7
גאולים,517,7
גאליה,518,7
גבעת ברנר,519,7
גבעת השלושה,520,7
"גבעת ח""ן",521,7
גבעת חיים,522,7
"גבעת כ""ח",523,7
גבעת שמואל,524,7
גבעת שפירא,525,7
גדרה,526,7
גזר,527,7
גיבתון,528,7
גינתון,529,7
גמזו,530,7
גן הדרום,531,7
גן חיים,532,7
גן יאשיה,533,7
גן יבנה,534,7
גן שורק,535,7
גן שלמה,536,7
גנות,537,7
גנות הדר,538,7
גני הדר,539,7
גני טל,540,7
גני יוחנן,541,7
גני עם,542,7
גני תקווה,543,7
געש,544,7
גת רימון,545,7
הדר עם,546,7
הוד השרון,547,7
המעפיל,548,7
העוגן,549,7
זיתן,550,7
זמר,551,7
חבצלת השרון,552,7
חגור,553,7
חגלה,554,7
חדיד,555,7
חולדה,556,7
חופית,557,7
חורשים,558,7
חיבת ציון,559,7
חירות,560,7
חמד,561,7
חניאל,562,7
חפץ חיים,563,7
חרב לאת,564,7
חרוצים,565,7
טייבה,566,7
טירה,567,7
טירת יהודה,568,7
יבנה,569,7
יגל,570,7
יד בנימין,571,7
יד חנה,572,7
"יד רמב""ם",573,7
יהוד,574,7
ינוב,575,7
יסודות,576,7
יעף,577,7
יציץ,578,7
יקום,579,7
ירחיב,580,7
ירקונה,581,7
ישרש,582,7
כוכב יאיר,583,7
כפר אביב,584,7
"כפר ביל""ו",585,7
כפר בן נון,586,7
כפר ברא,587,7
כפר דניאל,588,7
כפר הנגיד,589,7
כפר הס,590,7
"כפר הרא""ה",591,7
כפר ויתקין,592,7
"כפר חב""ד",593,7
כפר חיים,594,7
כפר טרומן,595,7
כפר ידידיה,596,7
כפר יונה,597,7
כפר יעבץ,598,7
כפר מונש,599,7
"כפר מל""ל",600,7
כפר מרדכי,601,7
כפר נטר,602,7
כפר סבא,603,7
כפר סירקין,604,7
כפר עבודה,605,7
כפר קאסם,606,7
כפר רות,607,7
כפר שמואל,608,7
כרם בן שמן,609,7
כרם יבנה (ישיבה),610,7
כרמי יוסף,611,7
לוד,612,7
לפיד,613,7
מבוא מודיעים,614,7
מבואות ים,615,7
מגשימים,616,7
מודיעין,617,7
מזור ,618,7
מזכרת בתיה,619,7
מישר,620,7
מכבים-רעות,621,7
מכמורת,622,7
מעברות,623,7
מצליח,624,7
משגב דב,625,7
משמר איילון,626,7
משמר דוד,627,7
משמר השבעה,628,7
משמר השרון,629,7
משמרת,630,7
מתן,631,7
נווה ימין,632,7
נווה ירק,633,7
נוף איילון,634,7
נופך,635,7
נורדייה,636,7
נחלים,637,7
נחשונים,638,7
נטעים,639,7
ניצני עוז,640,7
ניר אליהו,641,7
ניר גלים,642,7
ניר צבי,643,7
נירית,644,7
נס ציונה,645,7
נעורים,646,7
נען,647,7
נצר חזני,648,7
נצר סרני,649,7
נתניה,650,7
סביון,651,7
סתרייה,652,7
עדנים,653,7
עולש,654,7
עזריאל,655,7
עזריה,656,7
עיינות,657,7
עין החורש,658,7
עין ורד,659,7
עין שריד,660,7
עינת,661,7
עמק חפר,662,7
פורת,663,7
פלמחים,664,7
פרדסייה,665,7
פתח תקווה,666,7
פתחיה,667,7
צופייה,668,7
צופית,669,7
צוקי ים,670,7
צור יצחק,671,7
צור משה,672,7
צור נתן,673,7
צפרייה,674,7
קבוצת יבנה,675,7
קדימה-צורן,676,7
קדרון,677,7
קלנסווה,678,7
קריית עקרון,679,7
קריית שלמה,680,7
רחובות,681,7
רינתיה,682,7
רמות השבים,683,7
רמות מאיר,684,7
רמלה,685,7
רמת הכובש,686,7
רעננה,687,7
רשפון,688,7
שדה ורבורג,689,7
שדי חמד,690,7
שדמה,691,7
שוהם,692,7
שושנת העמקים,693,7
שילת,694,7
שעלבים,695,7
שער אפרים,696,7
שפיים,697,7
תל יצחק,698,7
תל מונד,699,7
תנובות,700,7
אבו גוש,701,6
אביעזר,702,6
אבן ספיר,703,6
אדרת,704,6
אורה,705,6
איתנים,706,6
אשתאול,707,6
בית זית,708,6
בית מאיר,709,6
בית נקופה,710,6
בית שמש,711,6
בקוע,712,6
בר גיורא,713,6
גבעת יערים,714,6
גבעת ישעיהו,715,6
גבעת שמש,716,6
גיזו,717,6
גפן,718,6
דייר ראפאת,719,6
הראל,720,6
זכריה,721,6
זנוח,722,6
טל שחר,723,6
יד השמונה,724,6
ידידה,725,6
ירושלים,726,6
ישעי,727,6
כסלון,728,6
כפר אוריה,729,6
כפר זוהרים,730,6
לוזית,731,6
מבוא ביתר,732,6
מבשרת ציון,733,6
מוצא עילית,734,6
מחסיה,735,6
מטע,736,6
מסילת ציון,737,6
מעלה החמישה,738,6
נווה אילן,739,6
נווה מיכאל,740,6
נווה שלום,741,6
נחושה,742,6
נחם,743,6
נחשון,744,6
נטף,745,6
נס הרים,746,6
"נתיב הל""ה",747,6
עגור,748,6
עין כרם,749,6
עין נקובא,750,6
עין ראפה,751,6
עמינדב,752,6
צובה,753,6
צור הדסה,754,6
צלפון,755,6
צפרירים,756,6
צרעה,757,6
קריית יערים,758,6
קריית ענבים,759,6
רמת רזיאל,760,6
רמת רחל,761,6
שדות מיכה,762,6
שואבה,763,6
שורש,764,6
שפלת יהודה,765,6
שריגים (לי-און),766,6
תירוש,767,6
תעוז,768,6
תרום,769,6
אביגדור,770,10
אוהד,771,10
אופקים,772,10
אור הנר,773,10
אורים,774,10
אחווה,775,10
אחוזם,776,10
אילות,777,8
אילת,778,8
איתן,779,10
אלומה,780,10
אליאב,781,10
אליפז,782,8
אמציה,783,10
ארז,784,10
אשבול,785,10
אשדוד,786,10
אשלים,787,10
אשקלון,788,10
באר אורה,789,8
באר גנים,790,10
באר טוביה,791,10
באר מילכה,792,8
באר שבע,793,10
בארי,794,10
בטחה,795,10
ביצרון,796,10
בית גוברין,797,10
בית הגדי,798,10
בית ניר,799,10
בית עזרא,800,10
בית קמה,801,10
בית שקמה,802,10
ברור חיל,803,10
ברוש,804,10
ברכיה,805,10
גבולות,806,10
גבים,807,10
גבעולים,808,10
גבעתי,809,10
גברעם,810,10
גיאה,811,10
גילת,812,10
גלאון,813,10
גרופית,814,8
גת (קיבוץ),815,10
דבירה,816,10
דורות,817,10
דימונה,818,10
דקל,819,10
זוהר,820,10
זיקים,821,10
זמרת,822,10
זרחיה,823,10
חולית,824,10
חורה,825,10
חלץ,826,10
חצב,827,10
חצבה,828,8
חצור-אשדוד,829,10
חצרים,830,10
טללים,831,10
יבול,832,10
יד מרדכי,833,10
יד נתן,834,10
יהל,835,8
יטבתה,836,8
יכיני,837,10
ינון,838,10
ירוחם,839,10
ישע,840,10
יתד,841,10
כוכב מיכאל,842,10
כחלה,843,10
כיסופים,844,10
כמהין,845,8
כנות,846,10
כסיפה,847,10
כפר אחים,848,10
"כפר הרי""ף",849,10
כפר ורבורג,850,10
כפר מימון,851,10
כפר מנחם,852,10
כפר סילבר,853,10
כפר עזה,854,10
כרם שלום,855,10
כרמי קטיף,856,10
כרמייה,857,10
כרמים,858,10
להב,859,10
להבים,860,10
לוטן,861,8
לכיש,862,10
לקיה,863,10
מבועים,864,10
מבטחים,865,10
מבקיעים,866,10
מגן,867,10
מיתר,868,10
מנוחה,869,10
מסלול,870,10
מפלסים,871,10
מצפה רמון,872,10
משאבי שדה,873,10
משואות יצחק,874,10
משמר הנגב,875,10
משען,876,10
נאות הכיכר,877,10
נאות סמדר,878,8
נבטים,879,10
נגבה,880,10
נהורה,881,10
נוגה,882,10
נווה,883,10
נווה זוהר,884,10
נווה חריף,885,10
נווה מבטח,886,10
נועם,887,10
נחל עוז,888,10
נחלה,889,10
נטע,890,10
ניצן,891,10
ניצן ב',892,10
ניצני סיני,893,10
ניצנים,894,10
ניר בנים,895,10
"ניר ח""ן",896,10
ניר יצחק,897,10
ניר ישראל,898,10
ניר משה,899,10
ניר עוז,900,10
ניר עם,901,10
ניר עקיבא,902,10
נירים,903,10
נתיב העשרה,904,10
נתיבות,905,10
סגולה,906,10
סופה,907,10
סמר,908,8
סעד,909,10
עד הלום,910,10
עוזה,911,10
עומר,912,10
עוצם,913,10
עזוז,914,8
עזריקם,915,10
עידן,916,10
עין גדי,917,10
עין הבשור,918,10
עין השלושה,919,10
עין חצבה,920,8
עין יהב,921,8
עלומים,922,10
עמיעוז,923,10
ערד,924,10
ערוגות,925,10
ערערה-בנגב,926,10
פארן,927,8
פדויים,928,10
פטיש,929,10
"פעמי תש""ז",930,10
פרי גן,931,10
צאלים,932,10
צופר,933,8
צוקים,934,8
קדמה,935,10
קוממיות,936,10
קטורה,937,8
קלחים,938,10
קצר א-סר,939,10
קריית גת,940,10
קריית מלאכי,941,10
רבדים,942,10
רביבים,943,10
רהט,944,10
רווחה,945,10
רוחמה,946,10
רנן,947,10
רעים,948,10
רתמים,949,10
שגב-שלום,950,10
שדה בוקר,951,10
שדה דוד,952,10
שדה יואב,953,10
שדה משה,954,10
שדה ניצן,955,10
שדה עוזיהו,956,10
שדה צבי,957,10
שדי אברהם,958,10
שדרות,959,10
שובה,960,10
שובל,961,10
שומרייה,962,10
שוקדה,963,10
שחר,964,10
שחרות,965,8
שיבולים,966,10
שיטים,967,8
שלווה,968,10
שפיר,969,10
שקף,970,10
שרשרת,971,10
שתולים,972,10
תאשור,973,10
תדהר,974,10
תושייה,975,10
תימורים,976,10
תל שבע,977,10
תלמי אליהו,978,10
"תלמי ביל""ו",979,10
תלמי יוסף,980,10
תלמי יחיאל,981,10
תלמי יפה,982,10
תלמים,983,10
תפרח,984,10
תקומה,985,10
אבני חפץ,986,5
אבנת,987,5
אדורה,988,5
אורנית,989,5
איתמר,990,5
אלון מורה,991,5
אלון שבות,992,5
אלמוג,993,5
אלעזר,994,5
אלפי מנשה,995,5
אלקנה,996,5
אספר,997,5
אפרת,998,5
ארגמן,999,5
אריאל,1000,5
אשכולות,1001,5
בית אל,1002,5
בית אריה,1003,5
בית הערבה,1004,5
בית חורון,1005,5
ביתר עילית,1006,5
בקעות,1007,5
ברוכין,1008,5
ברכה,1009,5
ברקן,1010,5
בת עין,1011,5
גבע בנימין,1012,5
גבעון החדשה,1013,5
גבעת זאב,1014,5
גיתית,1015,5
גלגל,1016,5
גני מודיעין,1017,5
דולב,1018,5
הר אדר,1019,5
הר גילו,1020,5
ורד יריחו,1021,5
חגי,1022,5
חיננית,1023,5
חלמיש,1024,5
חמדת,1025,5
חמרה,1026,5
חרמש,1027,5
חשמונאים,1028,5
טלמון,1029,5
טנא,1030,5
"ייט""ב",1031,5
יפית,1032,5
יצהר,1033,5
יקיר,1034,5
כוכב השחר,1035,5
כוכב יעקב,1036,5
כפר אדומים,1037,5
כפר האורנים,1038,5
כפר עציון,1039,5
כפר תפוח,1040,5
כרמי צור,1041,5
כרמל,1042,5
מבוא דותן,1043,5
מבוא חורון,1044,5
מגדל עוז,1045,5
מגדלים,1046,5
מודיעין עילית,1047,5
מחולה,1048,5
מכורה,1049,5
מעון,1050,5
מעלה אדומים,1051,5
מעלה אפרים,1052,5
מעלה לבונה,1053,5
מעלה מכמש,1054,5
מעלה עמוס,1055,5
מעלה שומרון,1056,5
מצדות יהודה,1057,5
מצפה יריחו,1058,5
מצפה שלם,1059,5
משואה,1060,5
משכיות,1061,5
מתתיהו,1062,5
נגוהות,1063,5
נווה דניאל,1064,5
נופים,1065,5
נוקדים,1066,5
נחליאל,1067,5
"ניל""י",1068,5
נירן,1069,5
נעלה,1070,5
נתיב הגדוד,1071,5
סוסיה,1072,5
סלעית,1073,5
סנסנה,1074,5
עטרת,1075,5
עלי,1076,5
עלי זהב,1077,5
עלמון,1078,5
עמנואל,1079,5
ענב,1080,5
עפרה,1081,5
עץ אפרים,1082,5
עתניאל,1083,5
פדואל,1084,5
פני חבר,1085,5
פסגות,1086,5
פצאל,1087,5
צופים,1088,5
קדומים,1089,5
קדר,1090,5
קליה,1091,5
קריית ארבע,1092,5
קריית נטפים,1093,5
קרני שומרון,1094,5
ראש צורים,1095,5
רבבה,1096,5
רועי,1097,5
רותם,1098,5
רחלים,1099,5
ריחן,1100,5
רימונים,1101,5
שבי שומרון,1102,5
שדמות מחולה,1103,5
שילה,1104,5
שלומציון,1105,5
שמעה,1106,5
שערי תקווה,1107,5
שקד,1108,5
תומר,1109,5
תלם,1110,5
תקוע,1111,5
